Subscription,SubscriptionEndDate,SKU,Product,RatePlan,ChargeNumber,LocationID,MarketCode,CategoryCode
A-S00203919,2020-12-29,SKU-00000073,Jewelry Store Referral Program-Jewelry Search - Storefront,Jewelry Store Referral Program-Jewelry Search - Storefront | IL-Chicago Suburbs | Fine Jewelry,C-01518980,7870C81A-6D84-E411-9075-005056881833,179,JWL
A-S00203921,2020-12-26,SKU-00000034,Featured Vendor,Featured Vendor | SC-South Carolina | Florists,C-01518982,832EDD3E-4ADC-E111-8BEC-78E3B50834E7,188,FLO
A-S00203921,2020-12-26,SKU-00000092,Storefront,Storefront | SC-South Carolina | Florists,C-01518983,832EDD3E-4ADC-E111-8BEC-78E3B50834E7,188,FLO
A-S00203922,2020-12-21,SKU-00000088,Premium Featured Vendor,Premium Featured Vendor | PA-Pittsburgh | Reception Venues,C-01518984,5A05E687-31DC-E111-8CC6-78E3B5102E43,117,REC
A-S00203923,2020-12-30,SKU-00000073,Jewelry Store Referral Program-Jewelry Search - Storefront,Jewelry Store Referral Program-Jewelry Search - Storefront | PA-Philadelphia | Fine Jewelry,C-01518985,C7B493BB-BADC-E111-8CC6-78E3B5102E43,021,JWL
A-S00203924,2020-12-24,SKU-00000086,Preferred Position,Preferred Position | PA-Philadelphia | Wedding Bands,C-01518987,437AD8BD-D861-E311-836D-005056881833,021,BDS
A-S00203924,2020-12-24,SKU-00000092,Storefront,Storefront | PA-Philadelphia | Wedding Bands,C-01518986,437AD8BD-D861-E311-836D-005056881833,021,BDS
A-S00203926,2020-12-27,SKU-00000092,Storefront,Storefront | PA-Pittsburgh | Reception Venues,C-01518989,DCAF8A9E-E6DA-E111-8BEC-78E3B50834E7,117,REC
A-S00203927,2020-12-31,SKU-00000092,Storefront,Storefront | PA-Pittsburgh | Florists,C-01518990,6730D4D2-40DC-E111-8BEC-78E3B50834E7,117,FLO
A-S00203929,2020-12-30,SKU-00000092,Storefront,Storefront | PA-Pittsburgh | Rentals,C-01518993,F29951BD-5ADC-E111-8BEC-78E3B50834E7,117,RNT
A-S00203930,2020-12-29,SKU-00000092,Storefront,Storefront | CO-Colorado | Wedding Cakes,C-01518994,9CC4A398-0489-496D-8F7F-00361C26D715,020,WCK
A-S00203931,2020-12-31,SKU-00000092,Storefront,Storefront | NY-Outer Boroughs | Reception Venues,C-01518995,3494AD17-464E-E211-810D-0050568849EA,291,REC
A-S00203934,2020-12-27,SKU-00000092,Storefront,Storefront | VA-Virginia | Reception Venues,C-01519001,25967406-2BE3-432C-8444-DC794556FFE1,192,REC
A-S00203936,2020-12-25,SKU-00000034,Featured Vendor,Featured Vendor | CA-San Fran/Bay Area | Wedding Photographers,C-01519005,9A4163AE-33B0-4B72-836D-FADE2FBA7D01,012,WPH
A-S00203936,2020-12-25,SKU-00000092,Storefront,Storefront | CA-San Fran/Bay Area | Wedding Photographers,C-01519004,9A4163AE-33B0-4B72-836D-FADE2FBA7D01,012,WPH
A-S00203937,2020-12-25,SKU-00000034,Featured Vendor,Featured Vendor | VA-Virginia | Videographers,C-01519007,EA04B936-6D81-E411-9075-005056881833,192,VID
A-S00203937,2020-12-25,SKU-00000092,Storefront,Storefront | VA-Virginia | Videographers,C-01519006,EA04B936-6D81-E411-9075-005056881833,192,VID
A-S00203938,2020-12-21,SKU-00000088,Premium Featured Vendor,Premium Featured Vendor | MO-St. Louis | DJs,C-01519009,59B06707-3188-E311-8992-005056881833,041,DJS
A-S00203938,2020-12-21,SKU-00000092,Storefront,Storefront | MO-St. Louis | DJs,C-01519008,59B06707-3188-E311-8992-005056881833,041,DJS
A-S00203939,2020-12-28,SKU-00000034,Featured Vendor,Featured Vendor | HI-Hawaii | Wedding Planners,C-01519010,E48E54F3-5ADC-E111-8BEC-78E3B50834E7,195,PLN
A-S00203939,2020-12-28,SKU-00000092,Storefront,Storefront | HI-Hawaii | Wedding Planners,C-01519011,E48E54F3-5ADC-E111-8BEC-78E3B50834E7,195,PLN
A-S00203941,2020-12-25,SKU-00000034,Featured Vendor,Featured Vendor | MO-St. Louis | Wedding Photographers,C-01519014,940730E5-E343-E211-810D-0050568849EA,041,WPH
A-S00203941,2020-12-25,SKU-00000092,Storefront,Storefront | MO-St. Louis | Wedding Photographers,C-01519013,940730E5-E343-E211-810D-0050568849EA,041,WPH
A-S00203943,2020-12-30,SKU-00000092,Storefront,Storefront | MO-St. Louis | Wedding Bands,C-01519018,49A8D657-00A2-4D6B-ADDF-6725DF0DECF4,041,BDS
A-S00203944,2020-12-28,SKU-00000034,Featured Vendor,Featured Vendor | MO-St. Louis | Wedding Photographers,C-01519020,CCD00DA7-9D70-4BCC-BF67-4AE1F8A82F94,041,WPH
A-S00203944,2020-12-28,SKU-00000092,Storefront,Storefront | MO-St. Louis | Wedding Photographers,C-01519019,CCD00DA7-9D70-4BCC-BF67-4AE1F8A82F94,041,WPH
A-S00203947,2020-12-23,SKU-00000092,Storefront,Storefront | CT-Connecticut | Reception Venues,C-01519030,E1D64FE5-C031-E211-8B41-78E3B5103EE3,051,REC
A-S00203948,2020-12-22,SKU-00000034,Featured Vendor,Featured Vendor | NY-Hudson Valley | Videographers,C-01519032,C022A2FA-5413-4862-B50E-10BE19AF161B,074,VID
A-S00203948,2020-12-22,SKU-00000092,Storefront,Storefront | NY-Hudson Valley | Videographers,C-01519031,C022A2FA-5413-4862-B50E-10BE19AF161B,074,VID
A-S00203949,2020-12-26,SKU-00000034,Featured Vendor,Featured Vendor | CA-San Fran/Bay Area | Reception Venues,C-01519034,3691B83F-51DC-E111-8BEC-78E3B50834E7,012,REC
A-S00203949,2020-12-26,SKU-00000092,Storefront,Storefront | CA-San Fran/Bay Area | Reception Venues,C-01519033,3691B83F-51DC-E111-8BEC-78E3B50834E7,012,REC
A-S00203950,2020-12-25,SKU-00000034,Featured Vendor,Featured Vendor | NY-Hudson Valley | Wedding Photographers,C-01531303,99C397E0-50E4-4F2A-A5C0-85EE48BE417F,074,WPH
A-S00203950,2020-12-25,SKU-00000092,Storefront,Storefront | NY-Hudson Valley | Wedding Photographers,C-01519035,99C397E0-50E4-4F2A-A5C0-85EE48BE417F,074,WPH
A-S00203951,2020-12-29,SKU-00000034,Featured Vendor,Featured Vendor | VA-Virginia | Wedding Photographers,C-01519037,7AB44637-7D53-41A5-8CE0-B9D7170C1B40,192,WPH
A-S00203951,2020-12-29,SKU-00000092,Storefront,Storefront | VA-Virginia | Wedding Photographers,C-01519036,7AB44637-7D53-41A5-8CE0-B9D7170C1B40,192,WPH
A-S00203956,2020-12-28,SKU-00000034,Featured Vendor,Featured Vendor | VA-Virginia | Reception Venues,C-01519048,C29BA10B-1039-4A34-BB50-A57289025642,192,REC
A-S00203956,2020-12-28,SKU-00000092,Storefront,Storefront | VA-Virginia | Reception Venues,C-01519047,C29BA10B-1039-4A34-BB50-A57289025642,192,REC
A-S00203958,2020-12-21,SKU-00000034,Featured Vendor,Featured Vendor | VA-Virginia | Wedding Photographers,C-01519051,216E31FF-90CC-4325-8CE0-AE7EB0F13886,192,WPH
A-S00203958,2020-12-21,SKU-00000092,Storefront,Storefront | VA-Virginia | Wedding Photographers,C-01519050,216E31FF-90CC-4325-8CE0-AE7EB0F13886,192,WPH
A-S00203959,2020-12-22,SKU-00000092,Storefront,Storefront | MO-Kansas City | Reception Venues,C-01519052,0BC93C2E-4352-45B7-9988-27F6BE0EC0AD,005,REC
A-S00203960,2020-12-30,SKU-00000092,Storefront,Storefront | VA-Virginia | Florists,C-01519053,4B4DA46B-4EDC-E111-8BEC-78E3B50834E7,192,FLO
A-S00203973,2020-12-27,SKU-00000034,Featured Vendor,Featured Vendor | OH-Cleveland/NE Ohio | Decor,C-01519072,8F635865-ABD2-41C2-A556-6031F5B178BB,052,DEC
A-S00203973,2020-12-27,SKU-00000092,Storefront,Storefront | OH-Cleveland/NE Ohio | Decor,C-01519071,8F635865-ABD2-41C2-A556-6031F5B178BB,052,DEC
A-S00203991,2020-12-01,SKU-00000086,Preferred Position,Preferred Position | CA-Orange County | Wedding Photographers,C-01519108,F4E966DC-7079-4626-AA6C-0B01AFAA2BEA,042,WPH
A-S00203991,2020-12-01,SKU-00000092,Storefront,Storefront | CA-Orange County | Wedding Photographers,C-01519107,F4E966DC-7079-4626-AA6C-0B01AFAA2BEA,042,WPH
A-S00203995,2020-12-01,SKU-00000034,Featured Vendor,Featured Vendor | WI-Wisconsin | Ensembles+Soloists,C-01519122,A76E8874-C80C-4B2A-AC5F-A16B5CFD68CD,175,ENS
A-S00203995,2020-12-01,SKU-00000092,Storefront,Storefront | WI-Wisconsin | Ensembles+Soloists,C-01519121,A76E8874-C80C-4B2A-AC5F-A16B5CFD68CD,175,ENS
A-S00204032,2020-12-25,SKU-00000092,Storefront,Storefront | PA-Lehigh Valley/Poconos | Reception Venues,C-01519207,B9995321-2299-E511-995E-0050568849EA,274,REC
A-S00204034,2020-12-25,SKU-00000092,Storefront,Storefront | CA-San Diego | Wedding Photographers,C-01519210,45BED483-78D0-4B1F-8796-C4FD5B7099F7,050,WPH
A-S00204035,2020-12-25,SKU-00000034,Featured Vendor,Featured Vendor | DC-DC/MD/Northern VA | Wedding Photographers,C-01519211,B79B0B8B-569F-E511-995E-0050568849EA,017,WPH
A-S00204035,2020-12-25,SKU-00000092,Storefront,Storefront | DC-DC/MD/Northern VA | Wedding Photographers,C-01519212,B79B0B8B-569F-E511-995E-0050568849EA,017,WPH
A-S00204038,2020-12-24,SKU-00000092,Storefront,Storefront | ME-Maine | Reception Venues,C-01519216,651E5A54-3E67-E311-9CA4-0050568849EA,212,REC
A-S00204039,2020-12-24,SKU-00000086,Preferred Position,Preferred Position | PA-Philadelphia | Reception Venues,C-01519218,55EFD90C-29DC-E111-8CC6-78E3B5102E43,021,REC
A-S00204039,2020-12-24,SKU-00000092,Storefront,Storefront | PA-Philadelphia | Reception Venues,C-01519217,55EFD90C-29DC-E111-8CC6-78E3B5102E43,021,REC
A-S00204042,2020-12-25,SKU-00000034,Featured Vendor,Featured Vendor | NJ-South | Reception Venues,C-01519224,B9B815A1-5CDC-E111-8BEC-78E3B50834E7,209,REC
A-S00204042,2020-12-25,SKU-00000092,Storefront,Storefront | NJ-South | Reception Venues,C-01519223,B9B815A1-5CDC-E111-8BEC-78E3B50834E7,209,REC
A-S00204044,2020-12-25,SKU-00000034,Featured Vendor,Featured Vendor | WI-Wisconsin | Caterers,C-01519227,F650AF32-401F-4FBC-A8EA-F58146B84F8C,175,CAT
A-S00204044,2020-12-25,SKU-00000092,Storefront,Storefront | WI-Wisconsin | Caterers,C-01519226,F650AF32-401F-4FBC-A8EA-F58146B84F8C,175,CAT
A-S00204069,2020-12-14,SKU-00000034,Featured Vendor,Featured Vendor | WI-Wisconsin | Rentals,C-01519408,8493F876-7FDB-4093-BF96-B3E0CBB0857E,175,RNT
A-S00204069,2020-12-14,SKU-00000092,Storefront,Storefront | WI-Wisconsin | Rentals,C-01519406,8493F876-7FDB-4093-BF96-B3E0CBB0857E,175,RNT
A-S00204088,2020-12-01,SKU-00000034,Featured Vendor,Featured Vendor | DC-DC/MD/Northern VA | Wedding Planners,C-01519458,BCB79549-E2BB-45DA-83F0-F7218B10BBCC,017,PLN
A-S00204088,2020-12-01,SKU-00000092,Storefront,Storefront | DC-DC/MD/Northern VA | Wedding Planners,C-01519457,BCB79549-E2BB-45DA-83F0-F7218B10BBCC,017,PLN
A-S00204132,2020-12-26,SKU-00000092,Storefront,Storefront | FL-Central | Reception Venues,C-01519553,CCDE292A-CE35-4B45-BE15-216E5703E76A,053,REC
A-S00204132,2020-12-26,SKU-00000092,Storefront,Storefront | FL-Central | Shower+Party Venues,C-01519554,CCDE292A-CE35-4B45-BE15-216E5703E76A,053,SPV
A-S00204133,2020-12-26,SKU-00000034,Featured Vendor,Featured Vendor | PA-Central | Videographers,C-01519559,216F2850-5B49-4A5C-BB1E-772ED561C0C8,031,VID
A-S00204133,2020-12-26,SKU-00000092,Storefront,Storefront | PA-Central | Videographers,C-01519560,216F2850-5B49-4A5C-BB1E-772ED561C0C8,031,VID
A-S00204133,2020-12-26,SKU-00000034,Featured Vendor,Featured Vendor | NJ-South | Videographers,C-01519561,3D9C8E58-BA68-420E-B0D4-59E4180AD2DE,209,VID
A-S00204133,2020-12-26,SKU-00000092,Storefront,Storefront | NJ-South | Videographers,C-01519562,3D9C8E58-BA68-420E-B0D4-59E4180AD2DE,209,VID
A-S00204133,2020-12-26,SKU-00000034,Featured Vendor,Featured Vendor | PA-Philadelphia | Videographers,C-01519564,998AB04B-B51D-46F1-B772-84627EC7E142,021,VID
A-S00204133,2020-12-26,SKU-00000092,Storefront,Storefront | PA-Philadelphia | Videographers,C-01519563,998AB04B-B51D-46F1-B772-84627EC7E142,021,VID
A-S00204134,2020-12-26,SKU-00000034,Featured Vendor,Featured Vendor | PA-Philadelphia | Wedding Photographers,C-01519565,1914CE7F-FBDB-E111-8BEC-78E3B50834E7,021,WPH
A-S00204134,2020-12-26,SKU-00000092,Storefront,Storefront | PA-Philadelphia | Wedding Photographers,C-01519566,1914CE7F-FBDB-E111-8BEC-78E3B50834E7,021,WPH
A-S00204139,2020-12-26,SKU-00000088,Premium Featured Vendor,Premium Featured Vendor | NJ-South | Wedding Photographers,C-01519575,22952353-5CDC-E111-8BEC-78E3B50834E7,209,WPH
A-S00204139,2020-12-26,SKU-00000092,Storefront,Storefront | NJ-South | Wedding Photographers,C-01519574,22952353-5CDC-E111-8BEC-78E3B50834E7,209,WPH
A-S00204142,2020-12-26,SKU-00000092,Storefront,Storefront | MA-Boston | Reception Venues,C-01519579,246A6EF8-98E1-4F27-B45E-D16660395476,061,REC
A-S00204144,2020-12-26,SKU-00000034,Featured Vendor,Featured Vendor | NJ-South | Reception Venues,C-01519586,1EF0B597-D224-4988-B598-6EC5AF810566,209,REC
A-S00204144,2020-12-26,SKU-00000086,Preferred Position,Preferred Position | NJ-North/Central | Reception Venues,C-01519584,1EF0B597-D224-4988-B598-6EC5AF810566,073,REC
A-S00204144,2020-12-26,SKU-00000092,Storefront,Storefront | NJ-North/Central | Reception Venues,C-01519583,1EF0B597-D224-4988-B598-6EC5AF810566,073,REC
A-S00204144,2020-12-26,SKU-00000092,Storefront,Storefront | NJ-South | Reception Venues,C-01519585,1EF0B597-D224-4988-B598-6EC5AF810566,209,REC
A-S00204146,2020-12-26,SKU-00000034,Featured Vendor,Featured Vendor | DC-DC/MD/Northern VA | Florists,C-01519588,13F89EC1-AE9E-44C8-BF03-0124CFC5E7FA,017,FLO
A-S00204146,2020-12-26,SKU-00000092,Storefront,Storefront | DC-DC/MD/Northern VA | Florists,C-01519589,13F89EC1-AE9E-44C8-BF03-0124CFC5E7FA,017,FLO
A-S00204148,2020-12-20,SKU-00000034,Featured Vendor,Featured Vendor | AZ-Phoenix | DJs,C-01519593,421EA84E-9AC0-4629-863B-2F051ADDBDDB,177,DJS
A-S00204148,2020-12-20,SKU-00000092,Storefront,Storefront | AZ-Phoenix | DJs,C-01519592,421EA84E-9AC0-4629-863B-2F051ADDBDDB,177,DJS
A-S00204155,2020-12-27,SKU-00000034,Featured Vendor,Featured Vendor | NJ-North/Central | DJs,C-01519612,1D9BC2D2-5BB1-4DA8-8D2F-FB0E9517C3EE,073,DJS
A-S00204155,2020-12-27,SKU-00000092,Storefront,Storefront | NJ-North/Central | DJs,C-01519611,1D9BC2D2-5BB1-4DA8-8D2F-FB0E9517C3EE,073,DJS
A-S00204161,2020-12-27,SKU-00000092,Storefront,Storefront | NH-New Hampshire | Reception Venues,C-01519622,AFB10A8A-0688-4A0E-A6B9-D5C40A57C851,202,REC
A-S00204165,2020-12-27,SKU-00000092,Storefront,Storefront | DC-DC/MD/Northern VA | Lighting,C-01519633,2C22E09B-797A-4FC1-B4C0-89DCF086338C,017,LIT
A-S00204166,2020-12-27,SKU-00000034,Featured Vendor,Featured Vendor | PA-Lehigh Valley/Poconos | Reception Venues,C-01519634,C50D9E9E-8DDD-E111-8CC6-78E3B5102E43,274,REC
A-S00204166,2020-12-27,SKU-00000092,Storefront,Storefront | PA-Lehigh Valley/Poconos | Reception Venues,C-01519635,C50D9E9E-8DDD-E111-8CC6-78E3B5102E43,274,REC
A-S00204167,2020-12-27,SKU-00000092,Storefront,Storefront | NY-Wstrn/Cent/Upstate | DJs,C-01519636,2BA8708D-C585-4C3E-874C-DDF30716E4C9,189,DJS
A-S00204178,2020-12-27,SKU-00000092,Storefront,Storefront | NJ-North/Central | Wedding Photographers,C-01519658,8AC971E6-782F-40D5-82DC-06916D4A4338,073,WPH
A-S00204189,2020-12-28,SKU-00000088,Premium Featured Vendor,Premium Featured Vendor | ME-Maine | Wedding Photographers,C-01519695,8F6E0001-7E80-E211-9B87-005056881833,212,WPH
A-S00204189,2020-12-28,SKU-00000092,Storefront,Storefront | ME-Maine | Wedding Photographers,C-01519696,8F6E0001-7E80-E211-9B87-005056881833,212,WPH
A-S00204191,2020-12-28,SKU-00000092,Storefront,Storefront | CA-San Diego | Reception Venues,C-01519698,89C06862-EBDC-E111-8CC6-78E3B5102E43,050,REC
A-S00204192,2020-12-29,SKU-00000034,Featured Vendor,Featured Vendor | CA-San Diego | Reception Venues,C-01519699,32069905-05DB-E111-8BEC-78E3B50834E7,050,REC
A-S00204194,2020-12-29,SKU-00000034,Featured Vendor,Featured Vendor | NJ-North/Central | Shower+Party Venues,C-01519703,5CB2B2F7-148C-4E8C-A1A8-DA017B90B1F9,073,SPV
A-S00204194,2020-12-29,SKU-00000092,Storefront,Storefront | NJ-North/Central | Shower+Party Venues,C-01519702,5CB2B2F7-148C-4E8C-A1A8-DA017B90B1F9,073,SPV
A-S00204196,2020-12-29,SKU-00000034,Featured Vendor,Featured Vendor | PA-Philadelphia | Florists,C-01519708,6345AA60-5CFD-441E-831A-F9366D8711F2,021,FLO
A-S00204196,2020-12-29,SKU-00000092,Storefront,Storefront | PA-Philadelphia | Florists,C-01519707,6345AA60-5CFD-441E-831A-F9366D8711F2,021,FLO
A-S00204197,2020-12-29,SKU-00000092,Storefront,Storefront | DC-DC/MD/Northern VA | Reception Venues,C-01519709,92A1713A-3CBC-49C8-9FB9-A493FB89CC6B,017,REC
A-S00204198,2020-12-29,SKU-00000034,Featured Vendor,Featured Vendor | AR-Arkansas | Reception Venues,C-01519711,C76C273E-2CA3-E511-B212-005056881833,257,REC
A-S00204198,2020-12-29,SKU-00000092,Storefront,Storefront | AR-Arkansas | Reception Venues,C-01519710,C76C273E-2CA3-E511-B212-005056881833,257,REC
A-S00204200,2020-12-28,SKU-00000092,Storefront,Storefront | TX-San Antonio | Ensembles+Soloists,C-01519713,CE04536C-5BDC-E111-8BEC-78E3B50834E7,180,ENS
A-S00204202,2020-12-29,SKU-00000092,Storefront,Storefront | CA-San Diego | Caterers,C-01519716,537AAEFC-0DDB-E111-8BEC-78E3B50834E7,050,CAT
A-S00204202,2020-12-29,SKU-00000092,Storefront,Storefront | CA-San Diego | Wedding Cakes,C-01519715,537AAEFC-0DDB-E111-8BEC-78E3B50834E7,050,WCK
A-S00204205,2020-12-29,SKU-00000086,Preferred Position,Preferred Position | NJ-North/Central | Officiants+Premarital Counseling,C-01519721,9EBFD6BD-3789-4807-AC14-DF2C9C175768,073,OPC
A-S00204205,2020-12-29,SKU-00000092,Storefront,Storefront | NJ-North/Central | Officiants+Premarital Counseling,C-01519722,9EBFD6BD-3789-4807-AC14-DF2C9C175768,073,OPC
A-S00204227,2020-12-30,SKU-00000092,Storefront,Storefront | NJ-North/Central | Wedding Photographers,C-01519779,353536A9-D0CF-4550-BA1A-AE2D08235D87,073,WPH
A-S00204231,2020-12-30,SKU-00000034,Featured Vendor,Featured Vendor | PA-Central | DJs,C-01519784,34A60008-0AA4-E511-995E-0050568849EA,031,DJS
A-S00204231,2020-12-30,SKU-00000092,Storefront,Storefront | PA-Central | DJs,C-01519785,34A60008-0AA4-E511-995E-0050568849EA,031,DJS
A-S00204232,2020-12-30,SKU-00000092,Storefront,Storefront | RI-Rhode Island | Wedding Photographers,C-01519786,6C2D7FE6-54BB-497A-9CDF-068B1A7391DC,185,WPH
A-S00204237,2020-12-01,SKU-00000034,Featured Vendor,Featured Vendor | AR-Arkansas | Wedding Photographers,C-01519797,CFE99466-F055-437F-9D7F-BB9EA475997C,257,WPH
A-S00204237,2020-12-01,SKU-00000092,Storefront,Storefront | AR-Arkansas | Wedding Photographers,C-01519796,CFE99466-F055-437F-9D7F-BB9EA475997C,257,WPH
A-S00204257,2020-12-01,SKU-00000092,Storefront,Storefront | NY-Wstrn/Cent/Upstate | Shower+Party Venues,C-01519853,ED15280E-DD78-4B25-976F-4869032994AE,189,SPV
A-S00204280,2020-12-31,SKU-00000034,Featured Vendor,Featured Vendor | CO-Colorado | Reception Venues,C-01519916,3411A5BC-FFA4-E511-995E-0050568849EA,020,REC
A-S00204280,2020-12-31,SKU-00000092,Storefront,Storefront | CO-Colorado | Reception Venues,C-01519917,3411A5BC-FFA4-E511-995E-0050568849EA,020,REC
A-S00204282,2020-12-31,SKU-00000034,Featured Vendor,Featured Vendor | NJ-North/Central | Florists,C-01519921,CCCA172C-22DB-E111-8BEC-78E3B50834E7,073,FLO
A-S00204282,2020-12-31,SKU-00000092,Storefront,Storefront | NJ-North/Central | Florists,C-01519920,CCCA172C-22DB-E111-8BEC-78E3B50834E7,073,FLO
A-S00204283,2020-12-31,SKU-00000034,Featured Vendor,Featured Vendor | NJ-North/Central | DJs,C-01519923,CFBE75B1-3048-4145-81C9-7272E424697C,073,DJS
A-S00204283,2020-12-31,SKU-00000092,Storefront,Storefront | NJ-North/Central | DJs,C-01519922,CFBE75B1-3048-4145-81C9-7272E424697C,073,DJS
A-S00204284,2020-12-31,SKU-00000034,Featured Vendor,Featured Vendor | NJ-North/Central | Wedding Planners,C-01519925,D5ABA183-6F3A-E211-A197-005056881833,073,PLN
A-S00204284,2020-12-31,SKU-00000092,Storefront,Storefront | NJ-North/Central | Wedding Planners,C-01519924,D5ABA183-6F3A-E211-A197-005056881833,073,PLN
A-S00204286,2020-12-31,SKU-00000088,Premium Featured Vendor,Premium Featured Vendor | CA-San Diego | Wedding Photographers,C-01519928,962331F2-59D3-4181-AA77-1990F3AE64E0,050,WPH
A-S00204286,2020-12-31,SKU-00000092,Storefront,Storefront | CA-San Diego | Wedding Photographers,C-01519927,962331F2-59D3-4181-AA77-1990F3AE64E0,050,WPH
A-S00204287,2020-12-31,SKU-00000092,Storefront,Storefront | CA-San Diego | Reception Venues,C-01519929,2D4B152C-3FA5-E511-995E-0050568849EA,050,REC
A-S00204289,2020-12-31,SKU-00000092,Storefront,Storefront | CA-San Diego | Wedding Cakes,C-01519931,3C69243C-4C28-44FB-A995-4968943D85F5,050,WCK
A-S00204321,2020-12-01,SKU-00000092,Storefront,Storefront | TX-Houston | Reception Venues,C-01520004,41ECA383-953C-4E05-A822-72245F4E9E8D,183,REC
A-S00204321,2020-12-01,SKU-00000092,Storefront,Storefront | TX-Houston | Shower+Party Venues,C-01548318,41ECA383-953C-4E05-A822-72245F4E9E8D,183,SPV
A-S00204324,2020-12-01,SKU-00000034,Featured Vendor,Featured Vendor | NJ-North/Central | Beauty,C-01520007,930D55D0-6D85-4645-8FD8-3556C3D5657C,073,BEA
A-S00204324,2020-12-01,SKU-00000092,Storefront,Storefront | NJ-North/Central | Beauty,C-01520008,930D55D0-6D85-4645-8FD8-3556C3D5657C,073,BEA
A-S00204357,2020-12-31,SKU-00000092,Storefront,Storefront | CA-San Fran/Bay Area | Reception Venues,C-01520100,D4439ED2-8DDA-E111-8BEC-78E3B50834E7,012,REC
A-S00204379,2020-12-10,SKU-00000092,Storefront,Storefront | WA-Washington | Florists,C-01520186,88D5F8C8-1C03-4BA4-B1E7-6B996F5C9E5A,010,FLO
A-S00204401,2020-12-01,SKU-00000034,Featured Vendor,Featured Vendor | NY-Long Island | Beauty,C-01520248,52C7FE0C-E560-4C71-89E7-F32F4A982EFE,182,BEA
A-S00204401,2020-12-01,SKU-00000092,Storefront,Storefront | NY-Long Island | Beauty,C-01520247,52C7FE0C-E560-4C71-89E7-F32F4A982EFE,182,BEA
A-S00204466,2020-12-01,SKU-00000034,Featured Vendor,Featured Vendor | OH-Cincinnati | Wedding Photographers,C-01520496,45D98E6F-AAE7-45B4-ABD0-D4233BEA844F,035,WPH
A-S00204466,2020-12-01,SKU-00000092,Storefront,Storefront | OH-Cincinnati | Wedding Photographers,C-01520495,45D98E6F-AAE7-45B4-ABD0-D4233BEA844F,035,WPH
A-S00204513,2020-12-05,SKU-00000034,Featured Vendor,Featured Vendor | MO-St. Louis | Wedding Photographers,C-01520594,F2AC4474-BFE8-E211-AD19-0050568849EA,041,WPH
